lineno,sno,origWord,Synonym,imp,uniqCount,freq,freqcorrection,type,class,base weight,adj. weight,title
11665,157,multi,multi,,1,13,15,noun,,2,0.133333333, effect of hydroxyapatite and saliva on in vitro multi species bio films microbiology chemical chemical enzyme chemistry microbiology biology 
32470,41,pandemic,epidemic,,1,13,15,pronoun,,80,5.333333333, the phylogenetic analysis of the 2009 swine influenza h1n1 pandemic disease infectious medical virus genetic medical disease organism mammal pig organism microbiology infectious disease medical compsci genetics medical biology 
21782,171,mycobacterium,m.smegmatis,,1,13,15,pronoun,,80,5.333333333, optimization and validation of a novel mycobacterium tuberculosis antigen chemical protein immune disease microbiology infectious medical bacteria organism infectious microbiology diagnostic biochem infectious biology 
26456,205,fertilizer,fertilize,3,1,13,15,verb,,10,0.666666667, super fertilizer chemical agriculture chemistry agriculture environment 
36290,121,signaling,signal,3,1,13,15,verb,,10,0.666666667, wt1 regulation of hedgehog signaling pathway during lung development genetic gene organ protein gene genetics biology 
11131,35,collection,collect,4,1,13,15,verb,,5,0.333333333, ecoil an eco friendly method of oil collection chemical pollute method environment environment environment 
19480,387,links,join,4,1,13,15,verb,,5,0.333333333, links between gproteins inflammatory markers and insulin production chemical protein organic disease immune medical protein diabetes drug genetics cardiovasc biology 
2882,195,accuracy,accurate,0,1,12,10,adjective,,1,0.1, accuracy of the components of a polygraph security crime psychology social behavioralandsocial 
11080,16,early,early,0,1,12,10,adjective,,1,0.1, early diagnosis of viral infections by molecular inversion probes infectious medical organism microbiology diagnostic microbiology medical biology 
28319,247,dye,dye,1,1,12,10,noun,,30,3, the effect of different pigments on dye sensitized solar cells cellbio chemical chemical energy chemistry energy chemistry 
24494,169,pain,pain,1,1,12,10,noun,,30,3, the effects of pain relievers on the rate of respirations in crickets drug disease medical organism insect cricket respire biochem ecology biology 
23620,650,computer,computer,2,1,12,10,noun,,20,2, protecting private data in the cloud a path oblivious ram protocol computer compsci method security crime compsci security computersci 
20223,233,living,lives,2,1,12,10,noun,,20,2, metabolism of symbionts living in the trophosome of escarpia tubeworms organism marine organism marine worm microbiology ecology biology 
36274,764,tissue,tissue,2,1,12,10,noun,,20,2, wound healing and tissue regeneration using near infrared light and curcumin chemical drug disease medical light biochem medical biology 
3807,855,community,community,3,1,12,10,noun,,10,1, analysis of hudson high school community water quality location water environment safety chemistry 
12056,17,lift,elevation,3,1,12,10,noun,,20,2, effect of sail section profile on lift to drag ratio aerodynamic transportation transportation boat wind mechanical transportation engineering 
1317,30,synthesis,synthesis,3,1,12,10,noun,,20,2, synthesis of rfuralaxyl an enantiopure fungicide chemical chemical fungal anti chemical infectious fungus chemistry biochem microbiology biology 
18691,56,transmission,transmission,3,1,12,10,noun,,20,2, investigating wolbachias transmission tendencies in d.melanogaster organism insect fruitfly drosophila organism microbiology infectious microbiology infectious biology 
9488,173,factors,factor,,1,12,10,noun,,2,0.2, determining transcription factors for direct reprogramming gene genetics funda biology 
27695,690,spray,aerosol,,1,12,10,pronoun,,80,8, the effect of added macro molecules and chemical spray on keratinocytes chemical organ spray particle biochem cellbio biology 
30684,106,coral,coral,,1,12,10,pronoun,,80,8, the effects of global warming on coral reefs marine organism marine temperature microbiology climate environment ecology environment 
1310,30,fungal,fungicide,,1,12,10,pronoun,,80,8, synthesis of rfuralaxyl an enantiopure fungicide chemical chemical fungal anti chemical infectious fungus chemistry biochem microbiology biology 
25204,69,flies,fly,2,1,12,10,verb,,50,5, selection and survival goldenrods and gall flies organism insect plant organism ecology biology 
726,107,smoke,smoke,2,1,12,10,verb,,50,5, how smoke a pheromone blocking agent can affect health of honey bees chemical toxin chemical hormone food nutrition organism insect agriculture honeybee biochem agriculture biology 
16992,321,distribution,distribute,3,1,12,10,verb,,10,1, how fluctuating dam releases affect sediment quality and distribution barrier civil engineering architecture civil environment engineering 
14543,921,fighting,fight,3,1,12,10,verb,,10,1, fighting cancer with herbs and spices chemical nutrition food drug disease medical organism plant biochem medical biology 
34318,1076,monitor,monitor,3,1,12,10,verb,,10,1, using daphnia magna to monitor water toxicity pollute toxin organism microbiology crustacean organism microbiology crustacean water ecology environment environment 
33813,165,barrier,barrier,1,1,11,10,noun,,30,3, tsunamis how does the shape of dam affect the destructive force barrier civil engineering architecture degrade weather environment civil environment engineering 
35599,518,electrolyte,electrolysis,1,1,11,10,noun,,30,3, what electrolyte drink is absorbed into a cell the best cellbio biochem cellbio biology 
446,793,sea,sea,1,1,11,10,noun,,30,3, drink water from the sea yes you can marine water desaline chemistry engineering 
11345,381,egg,egg,2,1,11,10,noun,,20,2, effect of climate change on egg viability of danaus plexippus organ organism butterfly insect organism butterfly insect environment ecology environment 
2562,4,glue,glue,2,1,11,10,noun,,20,2, a sticky situation material glue chemistry chemistry 
2007,25,mobility,mobile,2,1,11,10,noun,,20,2, a mobility aid for the disabled and elderly mature medtech medical engineering 
29406,257,population,population,2,1,11,10,noun,,20,2, the effect of ph on population density and growth rate of brine shrimp salt chemistry organism marine artemia a.salina chemistry ecology environment 
15716,38,storm,storm,2,1,11,10,noun,,20,2, green roofs and storm water mitigation civil engineering architecture environment water weather environment civil environment environment 
5149,543,synthetic,synthetic,3,1,11,10,noun,,20,2, azoreductase activity bio remediation for treatment of synthetic diazo chemical protein enzyme biochem environment environment 
13421,148,area,area,,1,11,10,noun,,2,0.2, electric power load prediction for new england area energy energy location statistics energy engineering 
14358,246,free,free,,1,11,10,noun,,2,0.2, kefir yogurt 100% lactose free or is it chemical nutrition food chemical protein organic food nutrition protein sugar milk biochem biology 
25849,467,innovative,innovation,,1,11,10,noun,,2,0.2, solving env and hunger using innovative food wastage reduction methods environment method nutrition food nutrition food environment environment environment 
2069,483,perspective,view,,1,11,10,noun,,2,0.2, a new real world perspective on water filtration health water pure water mechanical environment environment 
36284,121,lung,lung,1,1,11,10,pronoun,,80,8, wt1 regulation of hedgehog signaling pathway during lung development genetic gene organ protein gene genetics biology 
24471,150,cricket,a.domesticus,,1,11,10,pronoun,,80,8, respiration rate of crickets organism insect cricket respire ecology biology 
33533,74,crab,crab,,1,11,10,pronoun,,80,8, tolerance study effect of ocean acidification on cassiopea andromeda marine chemical organism marine crab crustacean chemistry ecology environment 
8324,7,curcumin,curcumin,,1,11,10,pronoun,,80,8, curcumin vs cancer the effects of curcumin on breast cancer cells cellbio chemical drug plant tumeric disease medical organ human biochem cancer biology 
630,599,neuro,neuro,,1,11,10,pronoun,,80,8, grasshoppers circadian rhythms and neuro degeneration degrade organism insect time neuroscience ecology behavior biology 
19608,498,optics,optics,,1,11,10,pronoun,,80,8, look out hubble theres a new telescope in space device device astronomy optics astronomy astronomy engineering 
31067,144,oxygen,oxygen,,1,11,10,pronoun,,80,8, the effects of nitrate pollutants and hypoxic conditions on d.magna chemical inorganic organism microbiology crustacean pollute respire oxygen disease biochem environment 
35592,518,absorbed,absorb,2,1,11,10,verb,,50,5, what electrolyte drink is absorbed into a cell the best cellbio biochem cellbio biology 
34262,1,spills,spill,2,1,11,10,verb,,50,5, using asclepias syriaca to prevent small scale oil spills chemical pollute organism plant organism plant pollute ecology environment environment 
25061,92,conservation,conserve,3,1,11,10,verb,,10,1, saving the world one drop at a time water conservation civil environment engineering 
9289,58,digestion,digest,3,1,11,10,verb,,10,1, micro plastics in beach sand and its reactivity with organism digestion pollute marine organism chemistry environment environment 
35193,79,eaters,eat,3,1,11,10,verb,,10,1, vitamins vital for meat eaters chemical nutrition food nutrition nutrition food biochem nutrition biology 
1811,523,problem,challenge,4,1,11,10,verb,,5,0.5, a comparison of various solutions to a time tabling problem method math logistics computersci 
36065,734,quickest,fast,0,1,10,10,adjective,,1,0.1, which pain reliever relieves pain the quickest drug disease medical neuroscience biochem medical biology 
33186,193,airplane,aircraft,1,1,10,10,noun,,30,3, the ultimate paper airplane quest aerodynamics sports mechanical sports engineering 
25557,67,atom,atom,1,1,10,10,noun,,30,3, smart prt system by quantum locking and super conductivity atom physics physics engineering 
6211,249,bottles,bottle,1,1,10,10,noun,,30,3, building an algae photo bioreactor from recyled water bottles device device light organism plant microbiology water energy ecology environment environment 
14478,420,facial,face,2,1,10,10,noun,,20,2, facial recognition application for alzheimers patients disease neuroscience medical organism human mammal medical compsci neuroscience engineering 
33189,193,paper,paper,2,1,10,10,noun,,20,2, the ultimate paper airplane quest aerodynamics sports mechanical sports engineering 
33824,165,shape,shape,2,1,10,10,noun,,20,2, tsunamis how does the shape of dam affect the destructive force barrier civil engineering architecture degrade weather environment civil environment engineering 
29543,142,species,species,2,1,10,10,noun,,20,2, the effect of serotonin and octopamine on behavior in two crab species chemical chemical neuroscience organism marine crustacean biochem neuroscience behavioralandsocial 
11353,381,viability,viability,2,1,10,10,noun,,20,2, effect of climate change on egg viability of danaus plexippus organ organism butterfly insect organism butterfly insect environment ecology environment 
33807,478,structures,structure,3,1,10,10,noun,,20,2, tsunamis altering destructive forces with stairstep structures barrier civil engineering architecture degrade weather environment civil environment engineering 
3105,409,advancing,advance,,1,10,10,noun,,2,0.2, advancing the cancer stem cell approach for early tumorigenesis cellbio disease medical disease cancer medical method cell biology medical biology 
5029,445,autonomous,autonomy,,1,10,10,noun,,2,0.2, autonomous efficient locomotion over uneven terrain ground transportation compsci transportation engineering 
2531,55,causing,cause,,1,10,10,noun,,2,0.2, a step towards personalized medicine finding disease causing genes disease medical drug medical genetic gene genetics medical biology 
29396,257,density,dense,,1,10,10,noun,,2,0.2, the effect of ph on population density and growth rate of brine shrimp salt chemistry organism marine artemia a.salina chemistry ecology environment 
35687,728,difference,difference,,1,10,10,noun,,2,0.2, what is the difference between pine tar and grip tape chemical material chemistry engineering 
22650,641,length,length,,1,10,10,noun,,2,0.2, photo period length and photo synthetic rates of chlorella pyrenoidosa light organism microbiology organism plant microbiology agriculture agriculture biology 
3982,537,multiple,multiple,,1,10,10,noun,,2,0.2, analyzing mlb pitch components using multiple linear regressions compsci math sports statistics sports math 
2541,55,personalized,personal,,1,10,10,noun,,2,0.2, a step towards personalized medicine finding disease causing genes disease medical drug medical genetic gene genetics medical biology 
8319,7,breast,breast,,1,10,10,pronoun,,80,8, curcumin vs cancer the effects of curcumin on breast cancer cells cellbio chemical drug plant tumeric disease medical organ human biochem cancer biology 
32464,41,influenza,flu,,1,10,10,pronoun,,80,8, the phylogenetic analysis of the 2009 swine influenza h1n1 pandemic disease infectious medical virus genetic medical disease organism mammal pig organism microbiology infectious disease medical compsci genetics medical biology 
10203,219,liver,hepatic,,1,10,10,pronoun,,80,8, distinct genotypes and recombination in the hepatitis b virus gene disease infectious virus liver medical genetic gene organism microbiology genetics medical biology 
26742,1162,polymer,polymer,,1,10,10,pronoun,,80,8, temperature dependent kinetics of a self healing polymer chemical organic energy chemistry chemistry 
25564,67,quantum,quantum,,1,10,10,pronoun,,80,8, smart prt system by quantum locking and super conductivity atom physics physics engineering 
30733,232,composition,compose,3,1,10,10,verb,,10,1, the effects of growth medium composition on gfp production chemical biochem biology 
13515,917,harvesting,harvest,3,1,10,10,verb,,10,1, electro magnetic energy harvesting energy energy physics energy engineering 
25559,67,conductivity,conduct,4,1,10,10,verb,,5,0.5, smart prt system by quantum locking and super conductivity atom physics physics engineering 
15834,754,blues,blue,5,1,9,10,adjective,,30,3, habitual blues transcending song genre using big 5 personality factors behaviour music art social psychology behavioralandsocial 
9972,1763,politics,politics,1,1,9,10,noun,class,1000,100, dewey wins predicting united states presidential elections politics politics social social behaviour social politics compsci social computersci 
10587,266,angle,angle,1,1,9,10,noun,,30,3, does angle matter chemistry chemistry 
5224,174,batteries,battery,1,1,9,10,noun,,30,3, batteries brands vs cost finance device energy electric marketing electronics engineering 
4312,1803,convolutional,convolution,1,1,9,10,noun,,30,3, antimicrobial resistance prediction using convolutional neural network chemical drug infectious compsci method organ neuroscience compsci medical computersci 
912,64,economical,economic,1,1,9,10,noun,,30,3, miraculous moringa oleifera seeds effective natural economical finance organism plant plant organism plant organism agriculture biology 
5261,548,germination,germination,1,1,9,10,noun,,30,3, bean germination plant organism plant agriculture phaseolus ecology biology 
3762,293,isolated,isolate,1,1,9,10,noun,,30,3, anaerobic microbes isolated from compost generate electricity degrade energy respire microbiology energy environment 
9173,893,road,road,1,1,9,10,noun,,30,3, destruction road cleaning causes degrade pollute chemistry environment environment 
25430,215,splatter,splatter,1,1,9,10,noun,,30,3, simulating blood splatter of falls crime security physics organ safety compsci physics engineering 
26185,673,static,static,1,1,9,10,noun,,30,3, static versus dynamic objects in equine play behavior organism mammal horse behaviour ecology behavioralandsocial 
24720,1019,vehicle,vehicle,1,1,9,10,noun,,30,3, robotic tracked utility vehicle device electronics engineering transportation mechanical transportation engineering 
9706,567,wing,wing,1,1,9,10,noun,,30,3, developing a wing design to reduce air pressure vorticies in flight aerodynamics transportation aeronautics mechanical transportation engineering 
24321,1793,aggressive,aggression,2,1,9,10,noun,,20,2, reinforcement learning used for aggressive maneuvers on quadcopters device transportation compsci robotics computersci 
29420,81,mortality,death,2,1,9,10,noun,,20,2, the effect of pharmaceuticals on mortality rate of fresh water copepods drug chemical organism marine water biochem ecology environment 
30011,402,injuries,injury,2,1,9,10,noun,,20,2, the effect of traumatic brain injuries on d.melanogaster disease medical organ neuroscience organism insect fruitfly drosophila biology neuroscience biology 
20724,199,juice,juice,2,1,9,10,noun,,20,2, mold in pre packaged juice food nutrition organism microbiology fungus microbiology nutrition biology 
27151,681,lifespan,lifespan,2,1,9,10,noun,,20,2, the affect of different amino acids on nematode lifespan chemical chemical organism worm biochem medical biology 
6850,46,stem,stem,2,1,9,10,noun,,20,2, characterization of gene expression in p53 activated cancer stem cells cellbio disease medical gene protein genetic gene genetics medical biology 
15033,356,motion,motion,3,1,9,10,noun,,20,2, forces of light converting light energy into motion energy mechanical energy engineering 
21486,622,running,runner,3,1,9,10,noun,,20,2, object detection with an ultra sonic sensor using a running average acoustic electronics engineering 
10342,224,damage,damage,,1,9,10,noun,,2,0.2, dna damage the effect of uv rays on yeast colony growth chemical genetic organism microbiology fungus physics light biophysics biology 
22655,641,period,duration,,1,9,10,noun,,2,0.2, photo period length and photo synthetic rates of chlorella pyrenoidosa light organism microbiology organism plant microbiology agriculture agriculture biology 
25455,395,general,general,,1,9,10,noun,,2,0.2, single track gray codes a general construction and extensions mechanical math 
17421,422,presence,presence,,1,9,10,noun,,2,0.2, human reaction time with the presence of distractions behaviour organism mammal human behaviour neuroscience behavioralandsocial 
15992,938,risk,risk,,1,9,10,noun,,2,0.2, heart attack risk prediction model disease medical organ cardiovascular diagnostic math cardiovasc math 
33003,269,science,science,,1,9,10,noun,,2,0.2, the science behind winning and confidence behaviour psychology behavioralandsocial 
21402,800,specific,specific,,1,9,10,noun,,2,0.2, novel genome specific data compression algorithms genetic method statistics biology computersci 
19571,1153,term,term,,1,9,10,noun,,2,0.2, long term impacts on war affected population study using planaria organism slug behaviour psychology behavioralandsocial 
28115,70,versus,versus,,1,9,10,noun,,2,0.2, the effect of chronic versus acute protein deficiency on cognition behaviour neuroscience protein chemical biochem neuroscience biology 
23110,182,zit,acne,,1,9,10,pronoun,,80,8, popping that zit disease skin microbiology human medical biology medical biology 
31244,701,bone,bone,,1,9,10,pronoun,,80,8, the effects of ph on bone composition chemistry organ biochem medical biology 
1834,740,concrete,cement,,1,9,10,pronoun,,80,8, a concrete method for recycling printed circuit boards method pollute chemistry environment environment 
4882,744,dementia,dementia,,1,9,10,pronoun,,80,8, automated diagnosis of dementia through mri scan application behaviour disease neuroscience medical medical method diagnostic compsci medical biology 
24366,1621,drone,drone,,1,9,10,pronoun,,80,8, remote sensing using drone and aiml algorithms compsci method device transportation method compsci geology computersci 
19184,279,dugesia,dugesia,,1,9,10,pronoun,,80,8, learning and memory in dugesia tigrina behaviour neuroscience behaviour organism planaria dugesia slug organism planaria slug neuroscience biology 
10883,255,eye,eye,,1,9,10,pronoun,,80,8, does the package catch your eye marketing organ vision behaviour psychology behavioralandsocial 
18821,20,gmos,gmo,,1,9,10,pronoun,,80,8, is it time to roundup those gmos genetic agriculture biology environment biology 
21053,101,graphene,graphene,,1,9,10,pronoun,,80,8, nacl separation using a nano porous graphene oxide chemical chemical chemical carbon chemistry chemistry 
18360,967,gun,gun,,1,9,10,pronoun,,80,8, innovative safe zone technology to reduce gun violence crime safety location safety crime social civil safety engineering 
19936,209,marsh,marsh,,1,9,10,pronoun,,80,8, marsh invaders plant species and micro elevation in salt marshes chemical location location organism ecology environment 
8486,452,pancreatic,pancreas,,1,9,10,pronoun,,80,8, data mining nitric oxide synthases role in pancreatic cell death cellbio chemical chemical inorganic enzyme protein chemical medical organ cardiovascular diabetes statistics cardiovasc biology 
1927,765,parkinsons,parkinson,,1,9,10,pronoun,,80,8, a device that reduces resting tremors in hands of parkinsons patients device disease neuroscience medical organ organism human mammal medical medtech medical engineering 
11538,50,exposed,expose,3,1,9,10,verb,,10,1, effect of fibrin on hmscs exposed to etoh and caffeine chemical chemical plant drug protein alcohol biochem biology 
14316,213,extinguishing,extinguish,3,1,9,10,verb,,10,1, extinguishing light physics engineering 
22998,320,protection,protect,3,1,9,10,verb,,10,1, plant extracts as a method of skin protection against uv exposure method organ organism light plant biochem medical biology 
3163,443,affordable,affordable,0,1,8,5,adjective,,1,0.2, affordable lower limb prosthetics in developing countries device location organ mechanical medical engineering 
17961,336,game,game,1,1,8,5,noun,,30,6, improving the beautiful game sports math sports engineering 
15659,216,grass,grass,1,1,8,5,noun,,30,6, grass and bio mass energy energy organism plant agriculture energy environment 
33786,10,achilles,hurt,1,1,8,5,noun,,30,6, triclosan the snails achilles heel chemical organism slug mollusc ecology biology 
3128,365,ice,ice,1,1,8,5,noun,,30,6, aerodynamics in ice hockey physics mechanical sports mechanical sports physics 
10597,968,moisturized,moist,1,1,8,5,noun,,30,6, is your skin actually being moisturized organ biochem household biology 
36287,121,pathway,pathway,1,1,8,5,noun,,30,6, wt1 regulation of hedgehog signaling pathway during lung development genetic gene organ protein gene genetics biology 
29424,81,pharmaceuticals,pharmaceutical,1,1,8,5,noun,,30,6, the effect of pharmaceuticals on mortality rate of fresh water copepods drug chemical organism marine water biochem ecology environment 
17192,1301,rain,rain,1,1,8,5,noun,,30,6, how safe are you from acid rain chemical water pollute chemistry environment chemistry 
10207,219,recombination,recombinant,1,1,8,5,noun,,30,6, distinct genotypes and recombination in the hepatitis b virus gene disease infectious virus liver medical genetic gene organism microbiology genetics medical biology 
35390,203,river,river,1,1,8,5,noun,,30,6, water quality of the lees river location water water location environment safety environment 
9299,58,sand,sand,1,1,8,5,noun,,30,6, micro plastics in beach sand and its reactivity with organism digestion pollute marine organism chemistry environment environment 
27051,221,texting,text,1,1,8,5,noun,,30,6, texting vs talking the effects of cell phones on reaction time language safety behaviour neuroscience behavioralandsocial 
1802,1461,thawing,thaw,1,1,8,5,noun,,30,6, a comparison of meat freshness upon different thawing methods freeze method method nutrition food microbiology nutrition biology 
22073,995,youth,youth,1,1,8,5,noun,,30,6, our youth and suicide neuroscience behaviour organism human mammal social psychology behavioralandsocial 
34144,722,age,age,2,1,8,5,noun,,20,4, ursolic acid the key to longevity age chemical chemical organic biochem medical biology 
33608,717,ball,ball,2,1,8,5,noun,,20,4, tracking a golf ball using bluetooth device device sports sports electronics sports engineering 
5834,345,navigation,navigate,2,1,8,5,noun,,20,4, blind navigation direction vision disease medical app compsci engineering 
2001,25,elderly,adult,3,1,8,5,noun,,20,4, a mobility aid for the disabled and elderly mature medtech medical engineering 
11135,35,friendly,friend,3,1,8,5,noun,,20,4, ecoil an eco friendly method of oil collection chemical pollute method environment environment environment 
707,107,agent,agent,,1,8,5,noun,,2,0.4, how smoke a pheromone blocking agent can affect health of honey bees chemical toxin chemical hormone food nutrition organism insect agriculture honeybee biochem agriculture biology 
10168,245,beneficial,benefit,,1,8,5,noun,,2,0.4, disease control using beneficial bacteria and natural resources disease medical organism microbiology bacteria biology medical biology 
14100,183,experimenting,experiment,,1,8,5,noun,,2,0.4, experimenting with bio sand filters for third world countries health water pure location chemistry safety engineering 
30688,106,global,global,,1,8,5,noun,,2,0.4, the effects of global warming on coral reefs marine organism marine temperature microbiology climate environment ecology environment 
5854,960,interactive,interaction,,1,8,5,noun,,2,0.4, inab interactive navigational assistance for the blind direction vision disease medical app compsci medical engineering 
33346,1063,local,local,,1,8,5,noun,,2,0.4, the viability of e.coli in the chemical environments of local moons moon astronomy chemical organism microbiology bacteria biochem ecology biology 
19563,1153,long,long,,1,8,5,noun,,2,0.4, long term impacts on war affected population study using planaria organism slug behaviour psychology behavioralandsocial 
5123,189,mass,mass,,1,8,5,noun,,2,0.4, average mass flow rate solids vs liquids physics mechanical funda engineering 
19989,114,maximizing,maximum,,1,8,5,noun,,2,0.4, maximizing the efficiency of spirulina cultivation organism microbiology algae agriculture biology 
30254,842,substances,substance,,1,8,5,noun,,2,0.4, the effects if various substances on autophagy within malignant cells cellbio cellbio disease cancer medical biochem cellbio biology 
23565,393,sustainable,sustainable,,1,8,5,noun,,2,0.4, producing sustainable insulation from potatoes material plant organism biochem architecture biology 
24531,12,understanding,understand,,1,8,5,noun,,2,0.4, reversing eutrophication understanding the effects of mitigation pollute toxin water environment environment 
7085,11,arachnid,arachnid,,1,8,5,pronoun,,80,16, co infection of borrelia burgdorfer and wolbachia in ixodus scapularis bacteria microbiology infectious organism microbiology bacteria borrelia organism microbiology infectious organism tick arachnid lyme organism tick arachnid lyme microbiology infectious biology 
4498,310,arduino,arduino,,1,8,5,pronoun,,80,16, arduino powered motorized alarm clock device device electronics compsci energy electronics household engineering 
9938,75,butterflies,butterfly,,1,8,5,pronoun,,80,16, developmental effects of artificial lights on butterflies organism insect ecology biology 
31731,284,helmet,helmet,,1,8,5,pronoun,,80,16, the football helmet of the new generation device safety sports mechanical sports engineering 
21380,131,aids,hiv,,1,8,5,pronoun,,80,16, novel engineered oral vaccine against hiv aids disease infectious virus medical disease infectious virus medical infectious drug medical biochem medical biology 
32380,66,muscle,muscle,,1,8,5,pronoun,,80,16, the mystery of muscle cell hyperplasia cellbio disease medical organ biology medical biology 
3889,767,rocket,rocket,,1,8,5,pronoun,,80,16, analysis of rocket guidance systems to enhance space flight efficiency device transportation astronomy mechanical transportation engineering 
9026,1142,thyroid,thyroid,,1,8,5,pronoun,,80,16, designing a thyroid hormone detection system organ method diagnostic biochem medical biology 
16757,603,sleep,sleep,1,1,8,5,verb,,50,10, how does sleep affect students lives behaviour school education behaviour neuroscience behavioralandsocial 
5289,253,beat,beat,2,1,8,5,verb,,50,10, beat the yeast organism microbiology fungus s.cereviseae microbiology biology 
22203,633,desalination,desaline,2,1,8,5,verb,,50,10, pass the sodium chloride a working study of desalination technology chemical chemical method salt water environment environment environment 
20096,204,cooked,cook,3,1,8,5,verb,,10,2, measuring the amount of vitamin c in raw vs cooked foods chemical nutrition nutrition food nutrition food biochem nutrition biology 
28437,1124,exercise,exercise,3,1,8,5,verb,,10,2, the effect of exercise on the lifespan of c.elegans organism microbiology worm sports biology ecology biology 
29418,81,fresh,fresh,0,1,7,5,adjective,,1,0.2, the effect of pharmaceuticals on mortality rate of fresh water copepods drug chemical organism marine water biochem ecology environment 
6701,1138,catalytic,catalyst,1,1,7,5,noun,,30,6, catalytic impact of nickel nano particles on ckd mineral carbonation chemical chemical chemical chemical metal chemical organic chemistry chemistry 
28107,70,cognition,cognition,1,1,7,5,noun,,30,6, the effect of chronic versus acute protein deficiency on cognition behaviour neuroscience protein chemical biochem neuroscience biology 
33815,165,dam,dam,1,1,7,5,noun,,30,6, tsunamis how does the shape of dam affect the destructive force barrier civil engineering architecture degrade weather environment civil environment engineering 
20084,976,glow,glow,1,1,7,5,noun,,30,6, measuring sky glow and light pollution pollute physics environment environment 
5040,24,ground,ground,1,1,7,5,noun,,30,6, legged locomotion over rough terrain ground transportation mechanical robotics engineering 
19867,140,mapping,map,1,1,7,5,noun,,30,6, mapping contamination in the atlantic ocean after a nuclear meltdown energy pollute marine location ocean pollute chemistry environment environment 
4506,310,motorized,motor,1,1,7,5,noun,,30,6, arduino powered motorized alarm clock device device electronics compsci energy electronics household engineering 
22363,2033,permeable,permeable,1,1,7,5,noun,,30,6, permeable concrete for flood sustainability chemical material weather civil environment engineering 
12061,17,ratio,ratio,1,1,7,5,noun,,30,6, effect of sail section profile on lift to drag ratio aerodynamic transportation transportation boat wind mechanical transportation engineering 
25211,69,survival,survival,1,1,7,5,noun,,30,6, selection and survival goldenrods and gall flies organism insect plant organism ecology biology 
4766,540,sweeteners,sweet,1,1,7,5,noun,,30,6, assessing the effect of artificial sweeteners on daphnia magna chemical organism microbiology crustacean organism microbiology crustacean biochem ecology biology 
3694,1457,evolution,evolution,2,1,7,5,noun,,20,4, an inquiry on the evolution of candidate genes in the origins of span genetic gene genetics biology 
13182,384,fibers,fiber,2,1,7,5,noun,,20,4, effects of testosterone on muscle fibers in c.elegans chemical hormone organ organism microbiology worm biochem biology 
8897,791,urban,urban,2,1,7,5,noun,,20,4, designing a cost effective aquaponics system for the urban home method agriculture mechanical agriculture environment 
7174,884,comercially,commercial,3,1,7,5,noun,,10,2, comercially disposable non toxic batteries pollute toxin device energy electric chemistry environment chemistry 
25062,92,drop,drop,3,1,7,5,noun,,20,4, saving the world one drop at a time water conservation civil environment engineering 
19695,302,machines,machine,3,1,7,5,noun,,20,4, machines of the future robotically controlled photo voltaic cells device device electronics engineering energy light mechanical robotics engineering 
30550,212,common,common,,1,7,5,noun,,2,0.4, the effects of common food additives on worm output chemical organism worm chemistry ecology environment 
27527,689,danger,danger,,1,7,5,noun,,2,0.4, the danger of dark lightning weather environment physics 
2807,527,impaired,impaired,,1,7,5,noun,,2,0.4, abstract art tool for the blind or visually impaired vision disease medical device compsci mechanical medical engineering 
32381,66,mystery,mystery,,1,7,5,noun,,2,0.4, the mystery of muscle cell hyperplasia cellbio disease medical organ biology medical biology 
2884,195,components,parts,,1,7,5,noun,,2,0.4, accuracy of the components of a polygraph security crime psychology social behavioralandsocial 
3583,534,patterns,pattern,,1,7,5,noun,,2,0.4, an analysis of blood stain patterns crime physics security physics 
8159,1490,platform,platform,,1,7,5,noun,,2,0.4, creating a rocket platform to improve data acquisition and reusability device transportation astronomy mechanical transportation engineering 
21058,101,separation,separation,,1,7,5,noun,,2,0.4, nacl separation using a nano porous graphene oxide chemical chemical chemical carbon chemistry chemistry 
27878,471,traditional,traditional,,1,7,5,noun,,2,0.4, the effect of aquaponics on gardening vs traditional farming methods agriculture agriculture method method agriculture biology agriculture biology 
33882,275,turn,turn,,1,7,5,noun,,2,0.4, turn milk into plastic material nutrition food biochem environment chemistry 
709,107,bees,a.melifera,,1,7,5,pronoun,,80,16, how smoke a pheromone blocking agent can affect health of honey bees chemical toxin chemical hormone food nutrition organism insect agriculture honeybee biochem agriculture biology 
216,1225,apple,apple,,1,7,5,pronoun,,80,16, buy less save more an investigation in apple preservation plant fruit food nutrition biology agriculture biology 
15994,200,asthma,asthma,,1,7,5,pronoun,,80,16, heart rate change while using an asthma inhaler device disease immune respire medical organ cardiovascular biology medical biology 
5258,548,bean,bean,,1,7,5,pronoun,,80,16, bean germination plant organism plant agriculture phaseolus ecology biology 
6730,1773,bleaching,bleach,,1,7,5,pronoun,,80,16, ceasing coral bleaching color pollute climate organism marine ecology environment 
13643,133,calcium,calcium,,1,7,5,pronoun,,80,16, utilizing flk gcamp3 zebrafish to investigate vascular calcium signals chemical inorganic organ organism fish zebrafish protein biochem genetics biology 
22395,635,gokart,gokart,,1,7,5,pronoun,,80,16, personal electric gokart system energy sports transportation automobile mechanical transportation engineering 
718,107,honeybee,honeybee,,1,7,5,pronoun,,80,16, how smoke a pheromone blocking agent can affect health of honey bees chemical toxin chemical hormone food nutrition organism insect agriculture honeybee biochem agriculture biology 
